ann_id,source_file,sentence_text,auto_mention_types,auto_keywords,ann_is_archaeological,ann_correct_types,ann_notes
ANN0030,paras_1389.txt,"Van Carwangh onder dato 16 Mai 1683. tot onse proviande als vE: bij een apart memoritje heeft gespecificeert, sijnde de Europianen alle— fris en gesont hier verscheenen, en wacker volck daer vE. bij betoont heeft een man te sijn die weet en verstaat hoe nootsaackelijck en ten alderhoogsten nodigh men in alsulcke gelegentheden als wij sijn kloeck en volck dat wel ter been, slucx en gesont is van noden is, Jmmers sy steeken al vry ver uyt- boven het getal van veertien die wij van batavia onder een Europiaens sergiant, onvoorsien van steenen met bandeliers van ses en acht maten geen alte ficx geweer, kreuxel manck, en onvoorsien van kleedije nu switelingh gecregen hebben, — Ja waar mede wij verclaaren niets te sullen connen uytreckten, ende syn op 2 a 3. na sieck sin van twelcke ons een sergiant bericht den vendrick jnt fort Harman strangh enelick d'oorsaack te sijn die soodanick volck, schoon 't hem vand' Heer Holsteyn anders was belast heeft gecommandt onder tseggen, 'tsal maar een toghje van twee dagen wesen, zij luij hebt Jnt minste niet mede te nemen als u zeedick Liff, het is maar om een brieff te bestellen, en al wat dat volck nogh hebben gemarchieert wil jck in twee dagen aennemen te gaen, sonder dat die— onnosele luytjens is geseght waer nae toe sy haer Cours mosten setten, anders als volgens 't opschrift vande brieff nade boven landen van cravan, off haer yets op de reyse tot mondt cost is mede gegeven, waar uijt VE. ligtelijck sult konnen dencken, wat een volck dat dit geweest is, waarlick sulcke officiers behooren daerjnne meerder Ijver te toonen, en haar concientie — wat beeter te gebruijcken, maer si dencken alse maar wegh sijn en vande handt, dan is 't genoegh—",INSCRIPTION,opschrift,,,
ANN0031,paras_1139.txt,"gemoeten ons een bode uijt 't hoff, expres van barckelangh wegen den Coninc gezonden, cundichden: dat de matematicue inde hemel teeckenen gezien, hadden, opheden geen goeden dach is om zoo waerdigen missive op te brengen, derhalven tot morgen zouden vertoeven, op deze ordre voeren eenige Mandorijns neffens ons na huurie huijzen, en d'ander mosten tot bewaringe, der princelijk missive aen zeecker Tempel (daer de praeu die den brief in hadde aenleijde) vertoeven, int opcomen hadden d'onze inde logie de 20 metale stucken ider drie mael gelost, de soldaten hadden oock eenige kergies met hunne musquetten met den adij 5en do tegens den middaeh zijn wij met ons gevolch gevaren aenden Tempel daer den princelucken brief den verleden nacht aengelegen heeft, vonden alle d'officieren me't hunne praeuwen die op gieteren de missive geaccompaigneert hebben oock daer, en voeren in statige ordre met 26 praeuwen achter den ander na 't paleur des Conincx, int opvaren dedende soldaten verscheyden Chergies met musquetten, uijt de logie wiert doorgaens met 't metaele canon geschoten, aen 't paleijs gecomen zijnde, wiert den brief zeer eerbiedich uijt de Coninclijcke staet praeu aen lant gebracht, in goude Coppen drie hooch van een aenzienl persoon op zijn schouder gedragen, op 't buijten hoff en voor de poorten des hoff stonden groote menichte gewapende siamse soldaten, oock veele speelluijden met schuijftrompetten, baruijnen, Cromhoorne pijpen en bommen, die den princelijcken brief binnen 't paleujr geleijden, wij volchden gezamentlij in ordre, te weten, achter de missive vier trompetters, gestadich blazende, daeraenvolchden zeven soldaten, alle uijt eenderhant int root perpetuaen gecleet, daer na vier assistenten en vier Nederlantsche kinders, daerop volchden wij, voorts sr van erumensr Moerduck, daer aen in ordre de Coopluijden en assistenten van't Compte en schepen, alle ruckel gecleet, ene geleijden alzoo zeer statich den brief tot int paleijs, aende baleije daer den zelven getranslateert zoude werden, veele groote heeren waren door den Coninck gezonden, om den brieff harer presentie te translateren, jder hadde goet genoegen inden teneur; terwijle met 't overreten bezich waren, heeft den Coninck drie distinte reijzen, een oprage zonden, die de secretarissen aenzeyde: dat hun met 't overzetten spoeden zouden, want dat de Maijt groote begeerte hadde te weten, wat wegen den Coninck in hollant geschreven wert, 't Translaet wiert datelijck (na d' overrettinge, voor den Conincq gebracht, de Maijt hadde zoo grooten behagen inden teneur des briefs, als noch ooijt gehadt heeft, in een der missiven die uijt Nederlant gecomen zijn, den gouden brief wiert in een Coninclijck cabinet gebracht, aldaer gestelt neffens de goude  beelden der vorige siamse Coninghen ende brieven die vande Coningen uijt China successive in dit rujck gecomen zijn, 't verhaelde beschickt zijnde, naemen affscheijt vande gecommitteerden des Conincx, en keerden met ouren sleep na de logie. adu6ern do zijn de brieven van d' Ede Hr gouvr generael aenden Coninck ende barckel na dezes lants couetumen en gewoone statie uijt de logie gehaelt, en op barckelk baleije gedracht, wij volchden met ouzengantschen en g Noebel tot pen ender grooten huijsx brief: den war den mer andesch neert. euwen enom20 roe enau int op Missive, aren. brief, erenm chten srum ,dat den Compe. man omme ander tolcken our ervoegen hoffte langh rs m praeuw eschepen euwen alzoo dt, de it vornor nederde stadt en ovr sleep in gedaen./ Octob. 1641",MONUMENT|ARTIFACT,Tempel|beelden,,,
ANN0032,paras_1055.txt,"Angaende de lape dragam beyvl hierneffens ontrent 14 pack van dijtos sendende de caijn goulong soo van hier als van paliacale ontrent 100 pack ken alles blijckende dese neffens gaende factuere, verhoopen die van paliacate in alles egnael het monster sullen bevonden werden, die van alhier niet ten vollen naer ons begeeren vercregen, een deels van wegen de verwe, als, boorden die naer luijt het monster wit ende alhier weerschijn gemaeckt sijn, voorder omme mij over d'inperfectie der selve te diffendeeren, sal vl met conte regulen den handel alhier verclaren — Alsoo alhier sonder toelatinge vande Gouerneurs niet: connen handelen over mits het beletsel silueden ons daer inne ponnen doen, soo ist nochtans dat wijlie den dese 2 verleden Jaersn insiende de sware uitstaende schulden soo ten tijden van Sledswijck Isaackxz gemaeckt ende uijt het selve gesprooten met de governeurs van beidel plaetse soo weijnich als mogelijck te weten ijeder 2500 pageden met dijtos ge contracteert het resterende door E pieter Isaackxsz alhier in muscipatan van andre cooplieden die overmits de vreese vanden gouerneur t' selue bij nacht in huijs brachten) gehandelt de betalinge vant voors contracht daer aen fael geent ontrent 600 pagoden, niet tegenstaende door dito Isaackxsz het meeste voor dijto leveringe ontfangen minder alst monster prtorsse omme geen uijt staende schulden te maecken aengenomen is, van welcke bovenverhaelde 600 pagodies ick besorge doort affsetten vanden gouerneur van sijn gouerne weijnich ofte ges betalinge sal geschieden, sijnde niet alleenlijck vande voornoemde pen ningen gefrusteert, dan alle de cooplieden soo heeft connen verstaen met ons alhier sonder sijn consent handelden op extreme boete gestelt als affgenomen daer bijt ul cont presumeeren het perijckel soo alhier int contracteeren met dijto bestaet, als mede den treck soo de cooplieden hebben om met ons te handelen, als soo gedwongen werden het sij br tijde ofte ontijde bijt ons huijs te bliven derhalven Dijuersche persoonen voor dese niet ons gehandelt, van haer goederen berooft varmt als vluchtich geworden sijn, wat belangt de page van de gouerneurs leueren ons dickmaels soo inde berue onbequaemheijt der doecken als andersins tgene halff gelt werdich wijlieden sulckx niet ontfangende sijn naert vertreck onsser scheepen doort veranderen van haer gouerne van ons resterende penningen be roost, derhalven p forsse doecken als ons voorcomen hebben moeten ontfangen hebben haer voorde patcherij goulong 1¼ pagode op leveringe gedaen, daer van sijlieden de woeners 12 ofte 14 fanam bethaelen, niet in gelt maer verwe ende andersins die sijluijden haer ten diersten aenreeckenen de wevers niet naer behooren bethaelt pagen haer daer naer aude doecken, welcke schude ende intrest daer door comende de compe. in haer goederen moet boeten, int maecken der selve hebben gee moijte noch Costen gespaert omme haer in alles soo inde boorden passementen als goeds verwe te onderrichten, hoe wel door de voornoemde quade betalinge, weijnich proteijt gedaen, alsoo dat wij in sulckx daechlijck te sien geen weijnich virdruct hebben ende niet tegenstaende in petapolij hen groote quantateijt onbequame doecken over mits de vrees van quade betalinge vvanden gouerneur aengenomen, blijfft, ons nochtans ontrent 120 pagode schuldich, daer van ouermits van sijn gouernegestelt niet van sullen becomen, daer uijt vl genochsaem sult connen ver staen in wat manieaen den handel alhier tot noch toe geschiet, geeft mij",MONUMENT|ARTIFACT,pagode|penningen,,,
ANN0033,paras_1125.txt,"Augusti: 1637 wilden doen marcheeren, op dat hy die gestaedich onder syn ogh bespecule A ren mochte, wy antwoorden op alles vrundelyck, waer met gesaementlyck opstonden, ene trocken comforme sin Edte wille tot voor den Rappatat, int in gaen den Tempels, greep Berckelangh mij by derhant ende belaste dat al ons gevolgh met binnen comen soude, ende derbyle syn Eds doende was met 't asseren der Gooden, wiert ons Insgelycx Raadje Ebehem ene Sediamet een bequame rustplaets gegeuen den Rappatat is den schoonsten, ende vermaersten Tempel int gants Coninckryck, den thoorn des Tempels is int Jaer 1632: omtrent augusto, sonder datter wint, donder, Blixem ofte eenich ouweder aenden hemel was, van selfs plotselyck te neder gevallen, 'twelc voor een miraculeus teecken gehouden wiert, doch te Bramenes ende waerseggers hebben noijt uijtlegginge vant miraeckel willen doen, t' sedert is den geseijden 'thoorn door 't aendriuen des Conincie, weder op geboudt ende ao. 1633: by nae volmaeckt, opde hoochtte van 200: voet synde is ge gantsche stellinge (die van bamboesen constich gevlochten, ende waerlyck sterck was) mmmer soo wonderlyck te neder geslagen, als s jaers te vooren den thoorn, echter is werck hervadt seer constich volmaeckt, den gantschen thoorn van bouen tot beneeden met loot becleedt, ende vergult, in deesen thoorn staen veel goude ende siluere beelden, ende naer ons bericht is, syn onder den selven soo veel schatten begraven ( bestaende in gemaeckt ende clompen gout, gemunt silver, Item costelycke gesteenten ende ander Juweelen, dat al waert 't gantsche ConincRyck van Siam # verwoest souden die basteeren, om 't selve weder in staedt te stellen, den tempel is constich en curieus gemaeckt, maer om alle perticuliereteyten te verhaelen soude een aparte beschryvinge noodich syn, den ommeganck is verciert niet meer als 8a: soo copere als steene beelden, eenige synde van extraordinarie groote, ende de minste van ontrent 3: weten hoogh, alle van d'onbeweeghlycke heofden tot d'onroerlycke voeten",MONUMENT|GRAVE|ARTIFACT,Tempel|begraven|schatten|beelden,,,
ANN0034,paras_1236.txt,"zullen niet verder als tot Janu 1662 met de rysstrecken eyschen 800. lasten rijs, de penningen vanden de naeste schepen volgen, bedragende de Comptanten 81205. 15 es. eysch van houtwercken tot reparatie van de gebouwen. — Item een fluyt met last poorten om hout van Ceram te halem maer op ½ lb daegs en comp. s dienaren en lyffeygenen op 30. lb smaents getaxeert, met verder dan tot Januarij 1662. sal strecken connen, jnvoegen de zagou, dewelcke onderwylen van de borgeren gehaelt en vremdelingen aengebracht wert, tot steusel dienen moet, also de gemene man, en voor al deslaven, die dagelycx arbeijden, hun met soo geringe quantiteyt niet behoorlyk versaden connen, wes demoedighlyk versoecken u Ed. dese aensienelyke provintie, om in geen grooter noot te vervallen, per den eersten met bestante quantiteyt, namentlijck 800. lasten van die granen gelieve te provideren. — De penningen van d' E. h. r gouv. r en directeur Abraham weyns zal.r. naergelatene en verkochte meubelen, als uytstaende schulden, zyn tot boedel van den gouv. r heden (vermits onvermogentheyt der Jngeletenen niet ingecomen, en weyns zullen eerst met sien wij daer toe in corten noch weynigh apparentie, also de gemeente door de schrale gewalsen, en 't verlies harer slaven geheel verarmt, en geldeloos gevonden werden sulcx wij genootsaekt zyn daermede sachjens te handelen, want zoo daer mede forcelyk naer behoren wierde geprocedeert, souden vele tot haer verderf gedrongen werden, hunne goederen ett te vercopen, jngevolge de Erfgenamen om de luijties niet te ruyneren, (hoewel het ons van herten leet zy, eenigen tyt tot 't naeste gewas incomt dienen te patientieren, wes halven de Comptanten (die maer in't geheel 8120 3/60 rx. bereyken, als den staet des boedels uytwyst) eerst met de naeste schepen staen te volgen, wy sullen egene debvoiren sparen, dat de penningen met alle yver gint, en de wees besorgers omp. r wissel over te maken tot bewaringe toegebracht werden. de bouvalligheden en d' vereyste hoognodige reparatie van s' comp. s sterckten, logien en packhuysen, alomme en hier ten casteele des coopmans woninge, de redout op belgica, de Cap, solder en pakhuys van de conthoirse logie, 't geheele regiement van s Coopmans huijs en kerck op poulo an, mitsgaders ourien, wayer etc: is inde laetste missive p. r sluys 16. maij passato naer batavia aen u Ed. afgevaerdight, naecktelyk ontledight, waeromme indesen ook van vorder verhael desisteren, gedienstelyk versoeckende, u Ed. met den naesten een scheeps-ladinge durable gesorteerde houtwercken en wat meer tot nootsakelyke herbouwingh derselver, nevens s' heeren tempel op Neira, van noodenzy, gelieve herwaerts te schicken, op dat delang vervallene, en dagelycx dreygende neer stortende gebouwen, eenmael mogen gerepareert en versien werden.",MONUMENT|RUIN|ARTIFACT,tempel|vervallen|penningen,,,
ANN0035,paras_9626B.txt,"vanden behoorlijken alloij en stand. penning, sonder eenige verdere exten mij eenlijk gedragen, aanden inhoude van mijne nedrige brieven deswegen successive naar Batavia aan haar Ho: Edelhns gerigt, dan dewijl ik tot nader verstand dienstig heb geoordeelt, U Edle gestr: daar omtrent eenige meerdere Elucidatie te geven zoo zegge in Eerbied dat de 80000: pagode inden Jare 1702: geslagen alle in den behoorlijken allos zijn vermindert geworden, gelijk bij preuve ten mijnen huijse genomen ten overstaan van den Essaijeur van Gelder en den boekhouder Lambert Nieuwenhuijsen is ondervonden namentlijk: dat Ider van voorsz: pagoden 28: mostert zaden off 114. greijn minder in goud als de oude palliacatse dos heeft ingehouden insgelijks heeft, men mede met de massa der fanums omgesprongen dog door 't volk vanden landheer daar omtrent",MONUMENT|ARTIFACT,pagode|penning,,,
ANN0036,paras_1122.txt,"October passato, daervan copie hierneven gaet, aen welckers Inhoude ons gedragen, omme rediten t'excuseren, te meer daer weijnigh bij g'Innoveert wert, als dat Barent pessart voor Reecke. vande deense Pagoden in diamanten Compe. inde mijne 8000: pagoden in diamanten heeft besteet, wel dier, soo geseyjt wort, ende dat een steen wegende een — ende een halve pagode soude gecocht hebben voor 1400:— pagoden, daer noijt meer als 700: pagoden voor geboden, ende verscheijde mael in goa, als golcanda ter vente gepresent. rt is, wat hier van sij, connen niet wel raden, wij oordeelen pessaert soo slecht niet is, ende als voor desen geseijt, denckt het ons vreempt, de deenen diamanten becomen, inde Mijne reijsen, ende men ons aenschrijft gen diamanten te crijghen sijn, wij sullen daer naerder reden van voorderen, Soo - wert oock geadviseert, dat geseijde deenen geresolveert waren partije Nagelen tot 6½ pagoden de 24:' lb. aff te staen, dat schaers 24½ stv t'pondt is, ende in Maccassar. coopen die voor contant 180: realen de 540: lb. , die hun — met de laccagie ten minsten op 18: stuijvers t' S. comen te staen, sijnde daerenboven met groote somma van penningen tot een excessiven Intrest belast, sulcx dat wij niet connen bevroeden bij wat middelen dese luijden — bestaen, Ten ware d'onse van derselver gelegentheijt niet grondich g'Informeert, ende verseeckert sijn, dat den tijt wel ontdecken sal/. 'Engels Jacht comt vande Cust Choromandel recht door Zee, heeft onderwegen geen plaets aengedaen, echter is ruijm seven weecken opden wech geweest, voor dat tot Bantam aenlanghde, hebben niet connen vernemen dat ijet wes. ver",MONUMENT|ARTIFACT,pagode|penningen,,,
ANN0037,paras_1133.txt,"Maccasser ende Banthum Jongst becomen 60 Candi sandel hout Partije diamanten ende Paerlen, tot de waerde van ontrent d'5060 pagooden, alle van outs beneffens noch Eenige weijnige goederen van Cleene Inportantie De stucken niet langer (te meer hem 't verwachte ontseth uijt dene marcken Comt te dificieeren) bij ee anderen zullen connen houden Hun s:t Jacob is 18 september. passto sonder Iets Ingenomen t hebben naer banthum, de Coursour ende loubij Corts daer aen met halve 640 packen. tobacq (waer onder 613 dos op vracht) met partije suijcker naer Niepelij genavigeert met voornemen de selve suijcker met geleijde Courcour van daer adroicture naer Hersia te versenden, Want grootelijk beducht sijn Indien van hier d' Equipagie onderstonden door hun crediteuren, (die nu geheel buijten Gelooff sijn) verhindert, ende alles tot meerder verseeckeringh. aengehouden souden werden, wat nu voorts op seen ende t ander. staet te volgen, daer van sal den tijt de seeckerste leer Meester zijn eegen e Cocq van: weduwe van Caesenbroodt. met voornoemd pessaerts huijsvrouwe Herwaerts gecomen, hebben den selven pessa als mede d' Engels dievers male aengesproocken, behalven dien noch Eenige Enqueste scondidie gedaen) doch tot noch te geen andere seeckerheijt becomen, als dat soo raschde Cock alhier aengelangt, Is deurgegaen, sondert seedert geweeten te hebben, Waer sich getransporteert, ofte versteecken heeft en toestant deser landen. schijnt sich voor veelen, ten besten niet te neijgen Tractiseeren: en sercheijk Miermametlahij (die nu de Cleene Coninck genoemt, ende genouchsaem meerder, als zijn Maijt gevreest wert) dagelijk nieuwe Impositien ende lasten, ontrecken: eenige Onder. vreemde pretecxten, hun middelen, andere hun gewoone preemumenten ende vrijheeden, om sijn Maij:t (diens Hare ende Oogen opgelt, ende schatten ende niet verder sien h. groote Conquesten ende schenckagien toe te brengen, daer door zijn maijts gunste eenihl. te Capteeren, ende zijn Wanckelbaren staet, meerder te bevestigen. sijn:  oocq gouverno van.",MONUMENT|ARTIFACT,Candi|schatten,,,
ANN0038,paras_1433.txt,"onststaende in Verlegentheijt zoude konnen brengen oock onmagtigh maeken, eenigen rijs voor ul op te coopen off met penningen te voorsien Aengaende het Overbrengen van gem areck en peper hebben Wij die van Tutucorijn geordonneerd hare gedachten te openbaeren aen den commandeur en Raed van Mallabaer die daer op sodanige brieffjes en antwoord daer henen hebben geschreven als in de Jnleggende Copia van het selve ul zal konnen verthoonen en bij aldien volgens gevoelen van die vrinden den overvoer Wilde succederen waren Comp bodems gespaard, en wij hadden— gelegentheijt úl met die particúlier gehuurde Vaertuygen in reroer met rijs te assisteren Waer over úl hare gedachten gelieven te laeten gaen en ons deselve te adviseren den 4en deser hebben wij ul missive van den 8en november ontfmet de papieren volgens haer register daer nevens gaende, waer op — Wij kortelijck zúllen antwoorden, dat de factúra vande lijwaren den met de beurs en die hier boven gem staen ul door den raed al is toegeton dat den arreeck op madure voor de gemeente niet minder dan tegens 4½ pagode jder amms van 20000 stuck zal mogen werden verkogt den Jncoop van de Maldivese Couris zal mogelijck ten Overvloede zijn om dat den gesaghebber en raed van bengala ordre hadden, de selve op te koopen, in haer eijgen directie het geene door de Eerw: broederen predicanten tot batavia aen den kercken raad van Jaffenapatnam had den gesz: Ons van daer door den commandeur en raed in Copia toegesonden, is na palliacatia Voortgegaen, nevens een Extract úijt de missive vande hoge regering van Jndia aen ul der wegen en het beroep van do backer geschreven niet tegenstaende de slaven hier dagelijks langer hoe meer verduuren werden die noch successive voor uE gouvernemt opgekogt Om bij gelegentheijt uE deselve toe te senden tot gebruijck en dienst.",MONUMENT|ARTIFACT,pagode|penningen,,,
ANN0039,paras_1055.txt,"Ende naer salutatie dient desen naer UE. nerfrem van hier anderdaechs gedria so seijden 3 gerolde monsters gelongs nan paleratte ontfang aen ons gesonden heeft de welen in alles met die nan Leijden UE mede genomen accorderden daer neffens verstaen sij in palecatte stijff 10 packen van dier gelijcke sortering laet maken noorder op huijden verstaen een masel van godia heijder van palelatte ontrent 2 mijl boven Carloutre gecomen is de welcke overmits de Contrarie winden alhier qualit, Jan Comen heeft derhalven dito seijder tot meerder versekeringe van sijn ingeladen goederen deselve vande daer tot alhier, over lant ontboden sijnde voor ons daerinne gescheept 100 pat: dijversche geschilderde doenen met een paer Raijn gelopen alles uijt wijsende sijn seggen naer ons monster ende also presumere UE. negotie aldaer niet sal loenenlijden om UE tot raet inde prijs van dien alhier te nermogen, sal dersalven UE aduijs van dien believe te schrijven, hoe wel ons bedumnens voor deselve besucsticht weinich van te schrijven is, also dat wij Ul adwijs verwacsten ofte wij ditto prijs alhier achtervolgende de Lijnte deneset ende schilderije oem die van de gelonge indien sij met de twe deesen UE nan hier mede genomen avcorderen de 4. pag 3, fanem de taxes 7 pag ende andre naer advenant hoe wel aende sonder deselve doenseh Correctelin niet gesz. werden twelen indien Tol den prijs doer ons te manen alhier goet mint aen ons ordel gestelt moet werden verstaen noorder in andre masels, der voorsz. van palecaste Volgende tresterende gedaen sijnde gescheept sal werden aengaende 2 Candij Jande sout voor Mijr Camaldij ½ ditto noor den kleijne Engna van hier tes eijnden Ren voor de Comste van den sabandaer die oner 10 daegen tuijs nedwacht wert niet geschieden also ditto aen den weger alhier ontboden geen voor sijn comste te wegen gelijc aen ons in andelpolij oen selffs versoft ende geschreven heeft also sij deselve voor hem alhier naer sijne schrijven noor geereet gelt wilt lopen twelm leere den tijt, believe der alven mijn expluse aen mijn Camaldij te doen, soot dito geraetsam Vint aen den sabandat alhier te schrijven sal goet sijn also ik uijt geene dito sandelsen z noor het ontfang schrijven van den sabandaer aen mijr lamaldij in Maalijpatan toe geseijs hadde daer naer UE hem kan reguleren eijnde UE alhier in de geras gepant 26 pagode de welce onder de ontfang van de Cleijne lingna voor de realen nan ons ser aff alhier noor quade geordelt sijn daervan UE believe de Verschoten penningen noor ons alhier als te treven de resterende datelus wederom te seijnden bij aldien is tot Majulij paten ware soude Cristna die mijn pag aldaer bach noor sijn moijten een tasserijff de bengala ofte Vuijstlem Casems en welike moijten UE mij blieve aldaer aff te nemen zijnde alhier Cobidos uijt het laemene cost achtervolgende de faeme gelijc delle dae naer UE Event reguleeren teijnde uE alhier de Crommelriss",MONUMENT|ARTIFACT,pagode|penningen,,,
ANN0040,paras_1258.txt,"palleacatte Int Casteel geldria 31 augustij 1666 deel sal opentlijck gesien worden als een verduringe inden ophoop der lijwaten dat inder daet geen verduringe ende is, maer alleeneljk een schyn daer van door de verhoogde Reductie der gelden door gants India soo wel op de Contoiren der negotie als Comps eigen conquesten ende waer over de Pagoden alhier die te vooren 96 stvers wierd gerekent, volgens U ordre in desen nieuwe boecken voortaen werden gereduceert tot 105 stver. t' stuck ofte 1¾ ra van 60 stver yder welcke Realen op Batavia jegens 64 stver. op reecke. van verdiende maentgelden werdende gestelt soo komt in die uijtgifte wederom t 1 / ra voor een pagode gereeckent, de pagode te bedragn 112 stver. ten laste vant soldije volck ende so sullen wy deselve hier ter kuste ooc doen boecken anders alsmen voor elke 16 ster. eene bet soude reeckenen uijt den regel der vorige opgelden van 48 tot 51 ste: de kroon so quame daer uijt eene moeijelycke breucke van 111 /6 stuijvers voor een pagood die daer mede nu wert vermijt het guarnisoes volck is so veel andre alsergeen maendelijcx kostgelt genieten, maer alleenelick de bedongen Gagie sonder subsidie sullen nog ooc volgens VEE: ordre elc en parre rijs ter maend tot onderhoud doen geven In pegu ende kunnen wij niet oordeelen dat verhoginge van Reductie na venant vande stantpenning ofte provintiedaaldr van 60 stver op debitsen gans voor ditmael behoort plaats te hebben ende sullense daerom nog blijven laten opde 10 stvr. daerse t verleden Jaer nog op zijn gestelt want 4043¼ marc zijlver aldaer gecoft zijnde tegens voors reductie van 10 stxr d'bits gans voor f 97830: 2:8 en dit Jaer uijt dat land alhier aengebragt soude te deser kuste opde marct of byde wisselaers mogen gelden 4¾ pr het marck maer 't is de Coopluijden ¼ pagood hoger op reecq gegeven dat bedraagt tot 105 stver de pmo. t'samen f 92879:17: 10½ zynde het verschil omtrent 5 ten hondert te weten dat de bitsen gans nog so veel hoger als de verhoogde pagode werde gereduceert, in zijlver opde specie van den stant penning",MONUMENT|ARTIFACT,pagode|penning,,,
ANN0041,paras_1399.txt,"den 28en. xber In 't Casteel sourousouangh Anno 1682:— Maandagh. — smorgers relateert den pangerangh Jouda ningrat gisteren avont uijt den train herwaerts geretourneert de brant voorsz: bij ons gesien op sioedioe ontrent turtiassa ilken geweest was, welcke plaatse naer weijnigh wederstant verlaten, en door de verlatens selve inde brant gesteecken was, en ons volck een canon schoot van turtiassa Costgenomen hadden quam, den capit: de rooij met het Jagie de suame gevolgt van sijn eijgen vaertuijgh, herwaerts uijt den train op pontang door een quetsure den 26en te voren inde attacque den paggers aldaer bekomen, relateerde dat de heer veltovenrste francois tacq sich bij tuntiassa dilken geposteert en begraren hadde soo nae, dat de eijant over d'onse kenen met het canon conde speelen; dat sijn E. van meninge was, die — vastigheijt, den tijt daer toe dienende, op 't spoedigste aen te tasten, tot welcken eijnde den voorsz: bodem sonden uijtsel weden te rugge sij verwagtende. den capit: nicolaes feijth rapporteerde dat hij bij den sulthan was geroeper en versoegt een opschrift te willen stellen op een brieff door hen aen d' E. heer lacq staende gesonden te werden, verhalende den capit: voorts, dat gemelte sijn hoogheijt als doen meede hat voorgeslagen, van nieninge te sijn op 'tlijff en lever van sijn broeder den pangerang pourbaija gelt te setten, en off 500: r: niet genoegh soude sijn! waer op geantwoort hadde, dat sijn believen daer in konde doen, maer evenwel na de grootgroot vande opgesette somma penningen stondt devoir gedaen te werden, replicerende sijn hoogh:t daer op, dat hij dan 1000: realen wilde opsetten, waermeede naer andere discoursen met den anderen hofflijk gescheijden waren; en is de opgemelde",ARTIFACT|INSCRIPTION,penningen|opschrift,,,
ANN0042,paras_1435.txt,"tot Tegenepatnam genoten soude hebben (na dat de selve aanden landheer had overgeleverden 200: pagoden, en sijn dienaar condapa 50: pa/a, is mijn mede bedeeld. dat meer gedagten condapa vande verwers tot ponto novo soude genoten hebben bo pagoden, die hij op de naam van dat een tempel soude doen maacken, van haar afge vorderd heeft, is mijn mede bekent gemaackt. dat de contanten in coop der lijwaten inden beginne— vande negotie, tot Porto novo soude met 20 pr cto beswaart zijn, is mij ter ore gebragt welken in coop volgens de boeken beloopt Pa/a 25624 1/8 soo dat 'et be swaarde soude monteren ruijm 5124. pa/o dat den — Levenancien best bekent is. — dat Pr clement op den vercoop van 1727. amms arreeck inden Jaare 1681. aande coopluijden tot ponto novo- op reeke verstrekt mede eenige penningen geprofitt heeft, en wat voor een quantiteijt 't selve beloopt sullen de coopluijden wel openbaren. — het uijterste hoekhuijs dat op de rij aande rivier tot porto novo staat en aan 's comps coopluijden is ver cogt door sr clemient voor 500 pa/a is wa met 's comps Gelt gecogt, en door mij aangedagte sr daar voor betaalt pa/a 300: die inde verbrande oesten reeqs mijn weder zijn te goede gedaan. dat seker 's comps coopman gent aboka markaij— van porto novo door sr clement na nagapatnam is gesonden, met last om den tolck van sijn ho: Edele den hr commissaris Generaal, 't zij met goede beloften en woorden of penningen soeken te bewegen, dat gedagten tolck alle saaken 't zij hoe quaad sie hem voorquamen ten beste van gedagte sr ontrent sijn ho: Ede soude uijten is — mijn mede ter ons gebragt dat alle de balcken die en tot den bouw vande logie en tot et maken van stellingen om de cleden packen op te leg gen, sijn verbruijckt geworden daar sr manuel Tipera en den sjolia assena marcaij leveranciers van sijn ge weest, en die alle op den bouwingelde dEcomp: zijn ten laste gebragt, tot nog toe door sr clement niet zijn betaalt, daar voor sijn E egter 't geld van mijn heeft getrocken en soo vervolgens sal opgestoocken hebben. — oock dat gedagten sr clement sonder een goede — somma gelds genoten te hebben, den sjolia nalla Geld bocka",MONUMENT|ARTIFACT,tempel|penningen,,,
